Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,30000
Base Time Seconds,1708790462
Base Time Fractional,.690476693
Base Time,02/24/2024 16:01:02.690476693
Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Relative Time,Channel,CH Label
1.148849298665e-05,Amp DC,.0001,5.5,F,T,F,F,F,F,Front,F,Main,0.000000000,None,
1.146585286642e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.000238637,None,
1.150036977103e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.000478970,None,
1.144902742188e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.000719273,None,
1.156903243073e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.000956728,None,
1.160602366542e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.001198516,None,
1.164746869425e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.001441000,None,
1.159006423641e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.001679273,None,
1.168780027454e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.001918879,None,
1.16553865505e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.002159213,None,
1.169460468226e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.004652000,None,
1.177192749724e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.004893425,None,
1.176363849147e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.005131576,None,
1.181164049501e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.005374031,None,
1.175918469733e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.005613637,None,
1.177897933797e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.005855394,None,
1.177130891472e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.006095000,None,
1.18299505376e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.006333152,None,
1.176932945066e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.006570606,None,
1.180285662323e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.006808031,None,
1.148403919251e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.009302000,None,
1.147537903723e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.009539637,None,
1.139199411355e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.009781425,None,
1.145979075773e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.010019576,None,
1.132283658784e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.010258455,None,
1.146758489748e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.010495879,None,
1.138296280877e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.010736182,None,
1.142329438906e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.010977970,None,
1.140609779501e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.011216122,None,
1.139409729412e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.011456455,None,
1.144171017575e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.013950000,None,
1.148253657171e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.014191091,None,
1.155070428132e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.014428516,None,
1.144554538264e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.014666667,None,
1.136475860518e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.014908425,None,
1.137453219694e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.015147303,None,
1.135882022031e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.015387637,None,
1.133209748841e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.015625788,None,
1.13265302526e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.015864667,None,
1.133815958963e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.016102819,None,
1.129696204462e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.018597000,None,
1.133283978652e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.018835485,None,
1.142166812682e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.019074334,None,
1.137774882208e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.019311758,None,
1.133185005571e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.019552819,None,
1.134855176315e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.019791697,None,
1.13092099634e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.020033455,None,
1.137242901897e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.020273758,None,
1.135684075869e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.020514061,None,
1.136772779761e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.020751516,None,
1.147498987427e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.023247000,None,
1.14285962425e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.023488849,None,
1.150703240928e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.023727697,None,
1.150146517347e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.023969485,None,
1.144690626251e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.024210546,None,
1.150690869293e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.024453061,None,
1.146719574413e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.024694819,None,
1.145754586873e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.024935122,None,
1.14688040567e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.025174031,None,
1.139358451505e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.025414334,None,
1.142154441047e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.027906000,None,
1.143540064183e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.028143819,None,
1.141709062182e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.028384122,None,
1.141362656398e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.028621546,None,
1.142636934817e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.028863334,None,
1.141845150168e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.029102213,None,
1.144604024805e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.029339637,None,
1.137205786991e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.029581394,None,
1.14201835306e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.029821697,None,
1.145643242156e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.030059122,None,
1.145643242156e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.032549000,None,
1.156084902214e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.032787213,None,
1.157210721012e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.033027576,None,
1.160786123567e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.033269334,None,
1.170114336462e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.033506788,None,
1.169273065272e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.033749273,None,
1.177178540126e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.033990364,None,
1.179133258478e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.034228485,None,
1.190651250793e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.034470243,None,
1.184180885615e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.034709849,None,
1.189624405077e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.037204000,None,
1.187768659806e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.037441516,None,
1.194003963916e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.037681152,None,
1.191504893618e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.037920728,None,
1.187484112197e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.038161788,None,
1.17660944491e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.038401394,None,
1.180110617654e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.038638819,None,
1.18236225525e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.038876243,None,
1.182250910533e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.039112213,None,
1.164658445365e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.039353273,None,
1.129325055407e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.041845000,None,
1.131391118476e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.042082455,None,
1.125465105244e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.042323485,None,
1.125291902352e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.042565243,None,
1.129634346286e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.042807061,None,
1.127988918812e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.043045182,None,
1.129659089556e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.043285516,None,
1.126949701461e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.043523637,None,
1.125898112474e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.043762516,None,
1.123856792676e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.043999213,None,
1.136178941275e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.046493000,None,
1.134731459963e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.046731516,None,
1.136277914356e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.046972546,None,
1.137985200005e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.047210697,None,
1.141065737155e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.047452637,None,
1.142773022804e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.047693697,None,
1.153363142483e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.047932546,None,
1.149775368293e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.048172879,None,
1.146150479197e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.048413213,None,
1.146348425359e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.048652091,None,
1.142746667729e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.051146000,None,
1.132564819483e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.051385273,None,
1.136375280309e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.051622667,None,
1.133257630542e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.051861546,None,
1.138973321781e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.052100394,None,
1.129595629229e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.052338546,None,
1.135076259573e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.052576728,None,
1.140037281622e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.052818485,None,
1.139171267798e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.053058213,None,
1.134940171686e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.053296334,None,
1.137340267141e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.055792000,None,
1.135694840876e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.056032303,None,
1.139084666415e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.056269728,None,
1.139579531458e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.056507849,None,
1.140408430404e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.056746758,None,
1.14609937839e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.056987061,None,
2.094273171094e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.057226667,None,
2.221069966561e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.057467697,None,
2.204479616018e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.057709576,None,
2.192293564351e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.057949910,None,
2.028765411117e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.060445000,None,
2.016430899938e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.060682849,None,
2.008352228122e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.060921000,None,
1.998739474675e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.061161303,None,
1.997205393044e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.061401606,None,
1.976742723544e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.061639031,None,
1.965435057327e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.061879394,None,
1.955055263064e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.062116819,None,
1.940555717325e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.062357819,None,
1.928493381918e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.062595970,None,
1.817680727317e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.065088000,None,
1.813598090718e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.065327122,None,
1.806051398823e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.065564516,None,
1.800669741488e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.065805546,None,
1.802141964989e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.066042970,None,
1.78707332445e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.066282546,None,
1.783114404112e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.066523697,None,
1.771064440331e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.066763303,None,
1.769419014066e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.067004546,None,
1.756997901503e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.067242667,None,
1.684759976951e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.069733000,None,
1.677510204081e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.069972091,None,
1.667167524697e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.070210243,None,
1.664594226477e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.070452000,None,
1.650948322935e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.070689394,None,
1.652630864079e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.070930394,None,
1.631487755146e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.071169273,None,
1.629755727498e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.071409576,None,
1.613412809475e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.071647000,None,
1.604146461558e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.071889485,None,
1.520477154528e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.074382000,None,
1.51658009232e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.074622485,None,
1.520650357293e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.074861394,None,
1.506497217083e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.075101758,None,
1.503292965934e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.075339879,None,
1.496995808271e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.075578031,None,
1.483077728955e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.075816213,None,
1.477077490317e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.076057213,None,
1.47424438795e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.076298970,None,
1.467180189471e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.076541485,None,
1.413054325468e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.079035000,None,
1.412534717173e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.079275728,None,
1.402043578276e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.079515303,None,
1.400262064124e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.079753455,None,
1.406200444632e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.079993758,None,
1.386467701069e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.080233334,None,
1.404666363e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.080471485,None,
1.381061300482e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.080708910,None,
1.382112888697e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.080949213,None,
1.379255043078e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.081185940,None,
1.349031160618e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.083678000,None,
1.348375464437e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.083917819,None,
1.345591848574e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.084156000,None,
1.339653468066e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.084394849,None,
1.33794618367e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.084634455,None,
1.334098607966e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.084871152,None,
1.333851175445e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.085112182,None,
1.337191514481e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.085352516,None,
1.336968825212e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.085593546,None,
1.325760132003e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.085833849,None,
1.313904879283e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.088326000,None,
1.304923098241e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.088565303,None,
1.304193173886e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.088804910,None,
1.296955788336e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.089043788,None,
1.294766015272e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.089280516,None,
1.295632027219e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.089519394,None,
1.284757391495e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.089759697,None,
1.289037964828e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.089997879,None,
1.281083026523e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.090237485,None,
1.282048011263e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.090474182,None,
1.261424555345e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.092967000,None,
1.262451398081e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.093208728,None,
1.264740143939e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.093446122,None,
1.264517455153e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.093682091,None,
1.264529826752e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.093923122,None,
1.251378816769e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.094164152,None,
1.258814147907e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.094404455,None,
1.247110615035e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.094641152,None,
1.257032637618e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.094879303,None,
1.257898649564e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.095118303,None,
1.273066230221e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.097615000,None,
1.274550822129e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.097854485,None,
1.27275694024e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.098091182,None,
1.279610806214e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.098330031,None,
1.273103345019e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.098569637,None,
1.273066230221e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.098809213,None,
1.271928043092e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.099048819,None,
1.264863859931e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.099286303,None,
1.257168725209e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.099523031,None,
1.253358272646e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.099762637,None,
1.249337502896e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.102254000,None,
1.241543395381e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.102491334,None,
1.240145404667e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.102730970,None,
1.240256749061e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.102968394,None,
1.233761659464e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.103205788,None,
1.220511676688e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.103443213,None,
1.216490906938e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.103679940,None,
1.214709396649e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.103920243,None,
1.210589654105e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.104157667,None,
1.204972948054e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.104398697,None,
1.19585507942e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.106887000,None,
1.18861769387e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.107124516,None,
1.194197285123e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.107365576,None,
1.176110007048e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.107605879,None,
1.185821712444e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.107847637,None,
1.182147347472e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.108084334,None,
1.181974145083e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.108325364,None,
1.187293932753e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.108566394,None,
1.189001213446e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.108805243,None,
1.188506349477e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.109041940,None,
1.179487453638e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.111539000,None,
1.185809340845e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.111775243,None,
1.190287859766e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.112011940,None,
1.17880701568e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.112250788,None,
1.180600897569e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.112491879,None,
1.177916260535e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.112730031,None,
1.181602997106e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.112969606,None,
1.174588300342e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.113209910,None,
1.172324297683e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.113449516,None,
1.180501924775e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.113690576,None,
1.166546760842e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.116181000,None,
1.159136172903e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.116422364,None,
1.157144345427e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.116661940,None,
1.161288831169e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.116903697,None,
1.163156942653e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.117141849,None,
1.157626837797e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.117382879,None,
1.16256310589e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.117620303,None,
1.159037200109e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.117860637,None,
1.156983514637e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.118100243,None,
1.153296778066e-05,Amp DC,.0001,5.5,F,F,F,F,F,F,Front,F,Main,0.118342031,None,
